#{"t_start": 1763588585.6588113, "env_id": "None"}
r,l,t
-982.3,43,25.189393
-942.6,130,25.193156
-988.1,35,25.222519
-974.60004,65,25.224836
-979.6,49,25.229286
-978.4,48,25.255341
-986.9,34,25.262271
-968.9,74,25.262334
-984.3,41,25.2682
-984.4,42,25.274598
-964.9,78,25.292397
-987.7,31,25.294719
-984.7,34,25.294781
-978.7,51,25.330227
-986.7,32,25.333931
-982.0,40,25.337712
-989.4,26,25.346353
-989.6,28,25.348679
-980.8,50,25.366179
-914.7999,204,25.392983
-985.0,37,25.404073
-984.7,34,25.415009
-967.5,82,25.436831
-991.3,23,25.448975
-966.5,83,25.458182
-985.1,38,25.466064
-979.0,54,25.469675
-973.4,64,25.471942
-968.5,70,25.47594
-968.8,73,25.477719
-983.8,36,25.53299
-971.2,75,25.571965
-967.8,74,25.588538
-923.3999,180,25.602208
-960.8,92,25.635818
-946.49994,125,25.639495
-954.0,112,25.647344
-959.19995,109,25.668923
-977.2,58,25.676307
-973.4,64,25.703602
-940.8,134,25.708841
-941.39996,140,25.713978
-952.39996,107,25.722328
-992.2,21,25.739282
-962.4,86,25.756326
-971.4,66,25.758405
-980.10004,54,25.765401
-979.8,51,25.767227
-994.0,17,25.785993
-977.6,51,25.803488
-989.2,35,25.826985
-960.2,108,25.828781
-981.0,52,25.83256
-983.2,41,25.83933
-989.3,25,25.870528
-963.3,84,25.90918
-979.5,48,25.916988
-969.3,67,25.926986
-964.0,80,25.933304
-983.8,36,25.940517
-976.4,61,25.953328
-942.69995,131,25.960256
-927.0999,173,25.960299
-991.4,24,33.363123
-977.6,51,33.377804
-923.3999,180,33.391321
-979.10004,55,33.396438
-950.0,116,33.401615
-962.6,88,33.464744
-979.10004,55,33.489044
-944.6,128,33.4928
-951.39996,119,33.497634
-948.8,115,33.515475
-962.6,88,33.526128
-980.2,44,33.538498
-947.19995,121,33.565212
-959.6,102,33.571846
-977.0,56,33.585116
-941.1,137,33.618505
-899.3999,237,33.678487
-961.6,100,33.680403
-947.1,120,33.687624
-950.39996,120,33.696998
-975.3,61,33.725671
-947.6,125,33.784687
-978.9,53,33.787919
-975.7,54,33.822175
-962.5,87,33.836106
-941.89996,145,33.838305
-920.39996,183,33.841997
-936.49994,157,33.846303
-963.6,87,33.856763
-960.3,98,33.860821
-922.2999,191,33.870593
-982.10004,52,33.94993
-966.0,78,33.976848
-956.5,115,33.988254
-991.1,21,33.9902
-959.89996,94,34.009645
-962.0,93,34.011589
-962.4,86,34.011628
-961.0,94,34.017376
-960.1,107,34.017441
-946.39996,146,34.048504
-974.5,64,34.115469
-963.3,84,34.120454
-933.89996,153,34.135643
-971.0,73,34.138136
-958.1,98,34.158638
-963.7,88,34.160614
-949.19995,119,34.19899
-995.0,16,34.23748
-979.7,61,34.247273
-967.9,75,34.273
-952.69995,121,34.283273
-935.89996,151,34.303096
-968.7,83,34.324252
-984.2,40,34.340176
-991.2,22,34.382155
-960.8,103,34.384475
-949.49994,122,34.397583
-918.99994,202,34.412213
-970.7,70,34.425439
-991.3,23,34.427415
-974.0,59,34.436227
-952.1,115,34.494724
-971.8,70,34.505052
-926.49994,178,34.517515
-971.4,66,34.537986
-986.6,31,34.568763
-965.8,87,34.583031
-978.4,59,34.594656
-959.89996,105,34.60643
-929.19995,172,34.615165
-910.6999,207,34.627844
-991.2,22,34.635683
-943.69995,130,34.637532
-933.19995,157,34.675098
-970.7,81,34.687094
-982.6,46,34.721642
-970.10004,75,34.730146
-966.6,73,34.761523
-977.9,54,34.786285
-968.4,80,34.800357
-968.5,81,34.80584
-974.2,61,34.846312
-970.9,83,34.854067
-984.0,38,34.870403
-932.1,157,34.873821
-993.1,19,34.877144
-918.49994,197,34.877205
-982.4,55,34.888356
-982.7,47,34.888399
-938.69995,146,34.890148
-993.1,19,34.908319
-983.9,37,34.914501
-964.5,85,34.918012
-985.2,39,34.934198
-952.3,117,34.94395
-986.8,44,34.961258
-975.2,60,34.98762
-977.0,56,35.007224
-966.1,90,35.021078
-988.9,32,35.037845
-973.2,62,35.044461
-969.60004,70,35.047624
-956.8,107,35.050882
-961.2,96,35.063569
-960.8,92,35.06736
-983.2,41,35.072861
-988.8,31,35.100145
-985.9,35,35.103726
-942.89996,133,35.105509
-974.0,59,35.139271
-956.2,112,35.140909
-979.0,65,35.14257
-973.0,71,35.185709
-975.9,56,35.195854
-944.99994,132,35.232568
-973.5,65,35.243388
-976.8,54,35.282006
-985.9,35,35.28828
-949.3,120,35.2974
-942.7999,143,35.297463
-938.99994,149,35.304484
-950.5,121,35.342897
-935.99994,152,35.351948
-949.3,131,35.360362
-969.5,69,35.364398
-984.4,42,35.37654
-986.7,32,35.413842
-964.1,81,35.461105
-960.7,102,35.542449
-977.60004,62,35.582313
-907.4999,230,35.61054
-929.39996,163,35.613931
-945.89996,130,35.620071
-921.99994,188,35.651063
-991.1,21,35.653161
-988.5,28,35.662299
-911.6999,206,35.67792
-933.19995,157,35.681928
-929.89996,168,35.687782
-972.8,69,35.713545
-979.8,51,35.715615
-988.1,35,35.719566
-990.0,32,35.722566
-981.9,39,35.72468
-944.39996,126,35.784556
-980.1,43,35.797829
-980.8,50,35.815268
-977.9,54,35.829795
-990.2,23,35.859376
-972.10004,73,35.863633
-993.2,20,35.902907
-983.4,43,35.919451
-946.49994,125,35.926961
-973.10004,72,35.932577
-956.7,106,35.937854
-983.4,43,35.949787
-938.19995,141,35.963327
-994.2,19,35.97055
-957.1,99,35.989287
-987.3,27,35.996073
-980.2,55,36.000825
-993.9,16,36.02237
-863.39996,328,36.041472
-963.6,87,36.073731
-973.8,68,36.084356
-975.0,58,36.099031
-948.19995,131,36.160748
-963.6,87,36.17926
-893.6999,268,36.183681
-933.0999,167,36.219218
-987.5,29,36.219284
-946.89996,129,36.22348
-974.7,66,36.228191
-932.49994,161,36.257931
-979.0,54,36.3269
-942.39996,150,36.329067
-964.3,83,36.345373
-967.0,88,36.394428
-928.19995,162,36.402865
-987.4,39,36.405446
-934.39996,169,36.405509
-947.69995,126,36.437917
-978.8,52,36.455507
-986.4,29,36.461318
-948.19995,131,36.501878
-981.2,43,36.508352
-960.7,91,36.530705
-987.8,32,36.537993
-993.1,19,36.550616
-935.49994,158,36.566927
-972.10004,62,36.587142
-939.19995,151,36.587223
-966.4,82,36.597051
-980.3,45,36.634962
-981.1,42,36.648274
-958.39996,112,36.664108
-960.8,92,36.708465
-963.5,97,36.748519
-967.8,85,36.750572
-967.8,85,36.767068
-962.9,91,36.78135
-982.9,49,36.807746
-960.6,101,36.811617
-960.39996,99,36.841211
-990.2,23,36.854671
-966.1,101,36.870426
-911.4999,215,36.919737
-962.5,87,36.945853
-980.7,49,36.95284
-955.69995,107,36.968127
-995.0,16,36.977062
-933.7999,163,36.980577
-954.0,112,37.032469
-933.49994,160,37.067707
-952.3,117,37.070117
-943.19995,147,37.071917
-969.7,71,37.091799
-960.7,91,37.099508
-992.3,22,37.115291
-975.10004,70,37.117424
-978.4,59,45.255109
-957.1,110,45.30124
-939.69995,145,45.310982
-967.60004,83,45.312945
-949.3,120,45.355723
-969.8,72,45.399268
-873.89984,290,45.49058
-916.49994,199,45.55654
-902.29987,222,45.558706
-917.8999,202,45.560547
-993.1,19,45.599427
-873.09985,304,45.622651
-931.0999,169,45.646768
-927.5999,167,45.698995
-967.9,75,45.78017
-901.9999,230,45.782547
-967.0,77,45.803044
-906.29987,218,45.846222
-942.19995,148,45.866829
-882.59985,278,45.873611
-918.7999,189,45.879573
-980.0,53,45.885493
-941.89996,145,45.898994
-928.8999,169,45.910363
-986.6,42,45.924524
-977.4,60,46.017192
-964.9,78,46.038887
-921.1999,191,46.06062
-937.99994,161,46.079322
-956.8,107,46.079384
-981.1,42,46.094316
-956.8,96,46.098295
-926.7999,181,46.135165
-930.5999,164,46.171089
-978.0,66,46.180794
-978.5,60,46.188231
-925.49994,179,46.191861
-908.5999,208,46.251998
-958.8,94,46.258992
-983.3,42,46.262175
-971.7,80,46.315701
-958.3,100,46.364145
-930.3999,162,46.372045
-982.1,41,46.401101
-964.6,86,46.420204
-921.49994,183,46.428564
-981.5,46,46.50637
-935.0999,154,46.527927
-986.1,37,46.570763
-924.0999,176,46.577979
-896.89984,256,46.589742
-871.59985,311,46.593523
-945.89996,130,46.595618
-897.3999,239,46.595672
-983.4,43,46.603946
-984.8,35,46.650852
-941.39996,140,46.657835
-978.9,53,46.666151
-974.4,63,46.700446
-978.6,50,46.756783
-904.79987,225,46.764788
-962.4,97,46.774622
-966.2,80,46.808126
-947.1,142,46.980594
-869.39984,322,46.988191
-939.49994,143,47.042437
-887.59985,273,47.089147
-894.29987,263,47.091491
-888.59985,261,47.094001
-931.89996,166,47.098471
-906.3999,230,47.101009
-924.99994,174,47.130231
-912.4999,214,47.241487
-957.8,106,47.260744
-937.6,146,47.285914
-955.39996,104,47.30793
-946.6,126,47.34867
-951.8,112,47.350965
-943.39996,138,47.369588
-913.5999,203,47.390337
-932.89996,154,47.401702
-931.7999,165,47.427553
-963.6,87,47.474347
-986.4,40,47.503195
-923.3999,180,47.582728
-918.3999,196,47.640479
-941.1,148,47.690199
-963.1,104,47.741523
-986.5,41,47.755119
-893.4999,244,47.798227
-910.1999,213,47.803153
-991.2,22,47.848198
-902.09985,231,47.863619
-894.1998,262,47.904094
-900.8999,241,47.918199
-923.69995,172,47.975048
-932.19995,158,48.058054
-965.2,92,48.087673
-945.69995,128,48.104697
-939.39996,142,48.17405
-954.89996,110,48.18236
-968.8,73,48.210728
-914.0999,208,48.263478
-847.50006,378,48.26922
-963.1,93,48.284117
-896.6999,243,48.291939
-881.7998,303,48.32085
-872.9998,292,48.344966
-976.3,60,48.383127
-959.5,101,48.383187
-937.69995,169,48.441535
-960.7,91,48.45183
-941.7999,155,48.499748
-950.69995,123,48.543313
-969.8,72,48.569802
-987.6,30,48.596155
-909.9999,211,48.648465
-918.8999,190,48.687525
-948.89996,116,48.711702
-925.3999,189,48.722553
-895.89984,257,48.758205
-928.99994,170,48.75827
-857.69995,337,48.810096
-957.1,99,48.861405
-955.7,107,48.907383
-976.6,52,48.909548
-878.1998,300,48.927056
-912.3999,202,48.96861
-897.4999,240,49.009238
-919.4999,207,49.027078
-978.5,49,49.054318
-988.1,35,49.120454
-923.3999,202,49.130254
-949.69995,124,49.155869
-967.5,82,56.539246
-930.5999,164,56.572221
-955.1,112,56.575907
-918.0999,193,56.583528
-974.4,63,56.597346
-872.39984,297,56.625585
-886.29987,282,56.634908
-965.10004,80,56.682097
-882.9998,282,56.778509
-929.5999,176,56.823928
-985.9,35,56.83708
-922.49994,204,56.851594
-974.5,64,56.968261
-931.0999,180,56.998184
-900.1999,245,57.006685
-897.29987,249,57.020454
-884.6998,266,57.064591
-884.9999,269,57.112
-866.9999,320,57.137137
-871.7998,302,57.157933
-990.2,23,57.195491
-908.3999,217,57.216941
-934.99994,153,57.264973
-917.8999,191,57.340573
-966.0,78,57.342493
-928.5999,188,57.381197
-903.5999,235,57.398271
-947.19995,121,57.398335
-863.49994,340,57.413435
-920.7999,187,57.457111
-869.6999,303,57.490202
-980.8,50,57.490266
-970.60004,80,57.524272
-942.8,132,57.576389
-867.9999,308,57.634262
-955.89996,109,57.672289
-936.99994,151,57.708636
-879.9998,285,57.761363
-948.5,123,57.791657
-889.89984,263,57.807701
-883.4999,276,57.883384
-911.1999,212,57.894776
-892.4999,267,57.954836
-871.9998,326,57.98261
-945.3,124,58.023272
-938.69995,146,58.04672
-871.09985,317,58.190902
-958.3,100,58.197787
-875.29987,293,58.224746
-864.0999,324,58.239732
-930.1,159,58.255675
-870.09985,307,58.290549
-870.09985,318,58.427239
-877.2998,302,58.456867
-856.1,354,58.474288
-869.4999,312,58.568461
-962.2,84,58.573729
-911.3999,214,58.580629
-891.29987,255,58.614069
-897.89984,255,58.669006
-881.1998,286,58.678795
-897.8999,244,58.708038
-982.9,49,58.758354
-878.1998,300,58.769705
-897.6999,242,58.889806
-912.4999,203,58.943637
-926.99994,183,59.005273
-900.9999,242,59.007186
-867.3999,313,59.033474
-910.7999,208,59.116734
-870.1999,319,59.127503
-949.69995,124,59.150982
-854.10004,345,59.216553
-968.7,72,59.242255
-864.8999,310,59.245911
-971.0,73,59.255131
-923.7999,184,59.318109
-868.79987,327,59.334979
-947.89996,128,59.377154
-871.39984,320,59.444873
-948.6,124,59.468714
-938.99994,149,59.530865
-871.5998,311,59.581801
-938.49994,144,59.58186
-865.8999,331,59.588381
-917.49994,187,59.669079
-976.0,57,59.682168
-956.1,100,59.695594
-967.10004,78,59.710524
-893.39984,276,59.732629
-980.9,51,59.783639
-862.99994,324,59.789032
-972.5,66,59.795371
-876.7998,297,59.889401
-963.4,85,59.921247
-960.8,92,59.937709
-930.49994,163,59.93947
-871.4998,310,59.971858
-868.6999,304,59.981205
-976.4,61,60.018175
-939.89996,147,60.031105
-917.0999,205,67.141521
-975.7,65,67.154208
-906.29987,229,67.164469
-865.0999,323,67.195136
-906.8999,224,67.383262
-926.0999,174,67.438817
-868.4999,313,67.477126
-868.1998,299,67.501833
-894.3999,253,67.510526
-875.89984,321,67.584402
-873.4998,308,67.613902
-869.29987,321,67.671329
-957.6,104,67.67625
-861.8,323,67.695548
-874.2998,316,67.710114
-943.1,135,67.810051
-943.1,135,67.893685
-865.3999,326,67.919573
-917.8999,191,67.931099
-935.39996,146,67.935696
-865.1999,324,67.973081
-876.1998,313,67.993977
-860.99994,326,68.047374
-871.7998,324,68.207082
-957.7,105,68.219222
-905.4999,221,68.25347
-866.59985,338,68.263087
-915.5999,212,68.279993
-905.8999,225,68.284903
-867.9999,308,68.308873
-935.19995,144,68.447725
-862.7999,333,68.469467
-873.2998,295,68.47142
-869.7998,326,68.503353
-930.89996,156,68.536065
-914.0999,219,68.618479
-953.19995,115,68.641521
-971.7,69,68.648395
-855.8,340,68.761712
-926.69995,180,68.769618
-864.8999,321,68.812264
-869.3999,311,68.822686
-855.4,347,68.822743
-985.3,40,68.83014
-913.3999,201,68.838846
-958.89996,95,68.967603
-961.8,91,68.971306
-866.9999,320,69.001056
-896.79987,255,69.06009
-914.1999,209,69.163203
-866.29987,335,69.170526
-859.1,329,69.188414
-865.49994,316,69.29214
-907.6999,221,69.342391
-861.99994,325,69.37381
-869.59985,324,69.380363
-895.09985,249,69.422063
-931.2999,171,69.458159
-866.2999,313,69.499336
-909.9999,211,69.551065
-959.39996,100,69.623798
-880.89984,283,69.650204
-955.8,108,69.676413
-913.5999,203,69.67831
-849.89996,380,69.698432
-917.0999,205,69.710833
-893.79987,258,69.805238
-871.4998,321,69.827279
-913.7999,194,69.865945
-926.2999,176,69.933441
-863.99994,323,69.947873
-898.79987,242,70.116755
-893.89984,281,70.150901
-869.7998,315,70.152888
-869.1999,309,70.201258
-873.39984,307,70.22274
-918.99994,191,70.274205
-963.3,95,70.287872
-917.3999,208,70.31686
-858.89996,338,70.379977
-864.0999,313,70.400838
-934.2999,168,70.436915
-859.99994,360,70.440441
-933.39996,148,70.447473
-957.89996,107,77.807972
-864.7999,320,77.932081
-916.49994,188,77.956573
-856.8,350,78.048046
-865.6999,329,78.066571
-868.2998,333,78.127874
-922.99994,187,78.130087
-857.7,359,78.144217
-986.5,41,78.217349
-861.3,329,78.256146
-850.00006,348,78.284621
-846.60004,369,78.327615
-889.4999,259,78.38314
-871.6998,301,78.478209
-910.8999,220,78.497235
-895.3999,241,78.536113
-941.6,142,78.564792
-898.09985,235,78.615905
-855.8,351,78.686909
-852.5,384,78.735304
-944.2999,136,78.796833
-977.4,60,78.802361
-863.19995,326,78.833596
-865.19995,324,78.859177
-857.7,348,79.014958
-867.3999,313,79.054081
-860.49994,321,79.087163
-872.89984,302,79.119789
-863.7999,321,79.193469
-862.1,337,79.349744
-860.69995,334,79.413545
-860.69995,334,79.419823
-860.69995,323,79.435146
-929.8999,179,79.472915
-856.19995,355,79.526731
-866.0999,311,79.653414
-858.69995,347,79.678182
-867.7999,317,79.700523
-871.3998,320,79.826415
-907.4999,219,79.838136
-918.09985,215,79.84777
-870.79987,314,80.0151
-860.4999,365,80.047174
-865.09985,312,80.119153
-850.1,360,80.155093
-881.4999,289,80.24275
-866.4999,315,80.265644
-899.0999,234,80.27207
-853.1,346,80.297922
-860.69995,323,80.435035
-862.69995,332,80.476628
-864.69995,319,80.682942
-853.2,358,80.727077
-858.1,341,80.795638
-856.9,329,80.80948
-897.29987,249,80.809546
-884.29987,273,80.830429
-868.6999,315,80.875238
-865.3999,315,80.901024
-876.89984,309,81.047374
-864.7999,309,81.081646
-867.59985,315,81.285259
-868.29987,311,81.319904
-874.2998,305,81.40892
-867.79987,317,81.412557
-863.79987,332,81.427024
-857.5999,347,81.463979
-866.0999,322,81.481084
-956.8,129,81.531833
-862.89996,334,81.531898
-846.5,368,89.282621
-848.80005,380,89.344429
-891.89984,261,89.437221
-868.39984,334,89.488063
-855.2,345,89.606526
-849.7001,367,89.668515
-855.5,348,89.673997
-859.2999,353,89.700849
-845.30005,356,89.763922
-857.49994,357,89.766299
-856.5999,359,90.044617
-859.7999,336,90.063063
-863.69995,331,90.140352
-875.8998,321,90.167474
-892.59985,268,90.173491
-942.1,136,90.299852
-862.49994,319,90.359682
-857.5999,347,90.377112
-860.0999,350,90.386347
-863.8,332,90.427456
-848.80005,369,90.492281
-849.30005,352,90.693013
-866.3999,325,90.740703
-870.89984,315,90.753706
-915.7999,203,90.773046
-857.2999,333,90.805676
-863.2999,338,90.946667
-886.39984,283,90.9883
-860.69995,334,91.026532
-837.20013,385,91.101507
-858.99994,350,91.184257
-867.09985,321,91.348906
-861.19995,328,91.392985
-862.89996,323,91.408977
-905.29987,241,91.409041
-859.39996,332,91.445938
-845.10004,365,91.4654
-909.09985,224,91.599333
-855.0,343,91.622821
-854.0,333,91.638957
-852.30005,349,91.745827
-891.1999,254,91.875477
-861.99994,325,91.948741
-859.1999,341,92.025576
-858.49994,323,92.05007
-860.3999,353,92.06472
-858.49994,345,92.110753
-870.29987,309,92.188287
-867.09985,343,92.280936
-866.1999,345,92.305332
-854.39996,348,92.415936
-870.6998,324,92.540305
-854.3,369,92.552264
-895.39984,252,92.568788
-866.89984,319,92.613872
-870.9999,316,92.646171
-851.69995,354,92.743288
-868.4999,313,92.800702
-862.8999,323,92.907339
-864.7999,320,92.922895
-908.7999,210,92.965132
-909.7999,220,93.00461
-862.39996,329,93.032694
-960.7,102,100.047323
-907.3999,218,100.085171
-861.2999,329,100.087095
-862.89996,323,100.12207
-856.2999,345,100.173125
-846.2001,365,100.28568
-861.69995,333,100.381794
-844.0,365,100.419396
-857.8,349,100.490484
-856.8,339,100.503157
-866.99994,309,100.550847
-851.6,342,100.645005
-867.9999,308,100.677278
-845.60004,370,100.689613
-850.30005,373,100.731965
-867.29987,334,100.828064
-855.7999,351,100.957656
-841.20013,370,101.02616
-860.2999,330,101.033078
-856.49994,347,101.072696
-860.19995,340,101.109496
-871.9998,304,101.175152
-853.2,347,101.211859
-862.2999,328,101.266737
-829.2001,393,101.329486
-852.99994,356,101.405338
-881.9998,283,101.48701
-842.1001,368,101.552893
-861.3,329,101.557577
-867.0999,310,101.572174
-866.8999,341,101.658899
-866.3999,314,101.681836
-848.0,361,101.792471
-866.9999,331,101.798652
-862.79987,311,101.829644
-859.2999,331,101.936558
-865.49994,327,102.010474
-868.6999,315,102.059164
-897.29987,249,102.077312
-855.19995,334,102.105111
-845.7001,349,102.110894
-862.19995,327,102.185156
-852.7,342,102.357298
-853.9,354,102.383303
-843.80005,363,102.429775
-860.49994,343,102.509316
-880.09985,286,102.589991
-850.5,353,102.599336
-869.59985,313,102.628373
-861.39996,330,102.628437
-854.99994,343,102.632188
-850.2,383,102.820813
-858.69995,347,102.954486
-841.40015,372,102.969003
-848.0001,383,103.060308
-856.3999,357,103.09774
-854.8,352,103.171744
-863.5999,330,103.175182
-861.49994,331,103.180264
-860.3999,342,103.195552
-841.10004,380,103.226923
-834.8002,394,110.594781
-859.9,337,110.633982
-861.69995,333,110.642695
-895.89984,257,110.731859
-857.5,335,110.740227
-846.30005,355,110.807528
-868.29987,322,110.831713
-840.4001,373,110.914976
-846.9001,361,110.95299
-835.40015,389,110.968172
-866.4999,315,111.174876
-843.30005,369,111.290157
-830.10016,402,111.301024
-855.7999,340,111.341614
-850.60004,354,111.35867
-852.7,364,111.494692
-830.90015,410,111.555023
-850.3,362,111.589314
-854.1,356,111.636064
-844.10004,366,111.63997
-870.6998,313,111.768455
-856.8,339,111.937573
-867.09985,310,111.941754
-855.39996,347,111.941813
-864.4999,328,111.957696
-860.1,328,112.180702
-843.10004,367,112.203796
-861.1999,339,112.30198
-848.2,374,112.3287
-856.7,349,112.331145
-839.9002,390,112.585023
-862.5,330,112.65352
-860.3999,342,112.675984
-848.3,353,112.692358
-845.50006,369,112.736492
-871.9998,304,112.811648
-867.79987,317,112.931537
-839.90015,379,112.944822
-855.1,355,112.979237
-846.9001,372,113.02986
-861.5999,332,113.201533
-864.6999,330,113.235518
-829.90015,411,113.284661
-832.60016,383,113.31543
-857.99994,340,113.386885
-830.0002,390,113.392592
-864.09985,313,113.491716
-854.89996,353,113.558112
-861.19995,328,113.615395
-849.6001,366,113.632026
-860.6,333,113.797772
-859.49994,344,113.84603
-865.1999,324,113.857115
-856.0,342,113.978911
-841.80005,387,113.988036
-859.69995,324,114.046336
-828.90015,412,114.109054
-838.5001,376,121.242479
-816.50024,431,121.285637
-869.7998,304,121.315824
-836.1001,407,121.318118
-881.89984,282,121.331769
-884.79987,267,121.466162
-885.79987,277,121.475821
-830.3002,393,121.553455
-861.39996,341,121.720604
-838.3001,396,121.757073
-838.4001,386,121.939368
-854.8001,379,121.989984
-828.5001,419,122.029982
-825.8002,403,122.030036
-818.30023,416,122.061234
-868.59985,303,122.069626
-904.9999,227,122.136015
-837.8001,402,122.16763
-804.80035,468,122.274179
-864.7999,342,122.302376
-865.09985,312,122.473141
-859.2999,331,122.619272
-850.5,364,122.634197
-836.70013,380,122.70865
-832.0001,388,122.758831
-849.7,356,122.784059
-814.1002,429,122.847441
-834.1001,387,122.878055
-838.5001,387,123.008156
-814.6003,445,123.085248
-883.29987,285,123.132026
-843.2,368,123.145698
-896.89984,245,123.195465
-868.4999,313,123.261562
-845.60016,381,123.307254
-837.70013,379,123.445917
-845.50006,380,123.504513
-830.5002,395,123.558481
-865.6999,307,123.612634
-861.69995,333,123.718666
-828.20026,416,123.745764
-858.7,347,123.817356
-829.50024,407,123.869686
-866.7999,318,123.883104
-843.7001,384,123.945485
-879.4998,302,124.03877
-906.29987,229,124.10363
-864.69995,330,124.179242
-799.6004,471,124.259471
-864.0999,335,124.303751
-866.59985,316,124.335594
-778.20056,521,124.444106
-824.50024,423,124.564631
-814.70026,435,124.571169
-821.30023,424,124.628664
-835.5002,390,124.668024
-816.40027,430,131.969447
-842.9,376,132.040551
-798.9004,464,132.121936
-827.9002,413,132.162159
-824.80023,415,132.19993
-858.2999,354,132.215871
-833.3002,379,132.398257
-815.3003,441,132.502564
-812.8003,438,132.576684
-817.20026,427,132.60356
-906.6999,222,132.603632
-866.3999,314,132.691057
-840.6001,375,132.722168
-825.0002,428,132.747783
-879.6998,282,132.909393
-796.9004,466,133.025461
-812.80035,460,133.073867
-907.4999,219,133.116826
-840.30005,383,133.29027
-826.30023,430,133.307608
-842.50006,383,133.314343
-829.40015,395,133.333977
-854.9,353,133.380888
-831.6002,406,133.493354
-818.6003,430,133.693499
-851.80005,366,133.711412
-903.3999,222,133.719497
-853.00006,356,133.738909
-804.10034,461,133.836728
-852.50006,362,133.943727
-843.2001,379,133.957083
-865.8999,342,133.98597
-828.0002,414,134.041777
-866.6998,317,134.056863
-867.1999,333,134.313311
-817.1002,448,134.472143
-811.3003,445,134.484457
-840.60016,397,134.522438
-804.60034,466,134.524307
-869.29987,321,134.579331
-840.8001,388,134.607459
-830.9002,410,134.632258
-831.3002,414,134.676736
-810.60034,449,134.800181
-841.40015,383,134.941226
-837.60004,378,135.131936
-829.8002,410,135.142704
-867.99994,319,135.146069
-808.8003,442,135.193302
-820.1003,445,135.257386
-849.7,356,135.269807
-820.00024,433,135.297673
-827.9002,446,135.349727
-838.90015,380,135.43879
-872.4998,298,142.527415
-903.5999,235,142.532448
-816.20026,439,142.563004
-862.7999,322,142.581066
-865.1999,313,142.60394
-878.09985,288,142.667112
-822.50024,425,142.785703
-816.90027,424,142.994612
-785.20044,514,143.078019
-857.8,371,143.214364
-942.89996,133,143.228601
-783.0005,525,143.260854
-842.2001,391,143.279629
-830.3002,415,143.287825
-836.90015,393,143.375121
-815.8003,446,143.384934
-811.60034,448,143.410858
-900.09985,244,143.685969
-840.9001,367,143.839831
-737.30084,618,143.850334
-780.30054,509,143.938057
-805.80035,456,143.990035
-860.69995,334,143.993728
-847.80005,359,143.999057
-847.4,355,144.002931
-813.0003,451,144.0377
-768.0006,562,144.262446
-897.3999,239,144.280117
-836.60016,401,144.404896
-843.60004,372,144.505352
-848.4,343,144.585546
-845.7001,360,144.605059
-838.8001,379,144.639455
-834.20013,399,144.679618
-802.10034,463,144.819108
-778.4006,534,144.846767
-906.1999,228,144.87819
-842.4,371,144.885946
-816.30035,440,144.978983
-844.7,361,144.993507
-836.40015,388,145.266691
-817.0003,425,145.291976
-800.10034,465,145.335722
-848.30005,364,145.427639
-850.8,356,145.448466
-784.8004,488,145.475329
-807.8004,465,145.586508
-816.3003,440,145.618858
-818.7002,420,145.684797
-823.40027,434,145.724694
-878.79987,284,145.763864
-865.79987,319,153.232532
-838.0001,393,153.262214
-847.60004,379,153.372305
-793.90045,502,153.398621
-816.2003,428,153.4362
-814.80035,447,153.622553
-792.10046,517,153.714004
-799.50037,459,153.793135
-786.70044,496,153.825279
-781.4006,531,153.849782
-844.00006,365,154.028788
-799.60034,460,154.080516
-777.80054,517,154.152454
-809.2004,457,154.226841
-792.20044,485,154.324588
-845.7001,382,154.425212
-830.40015,405,154.533016
-774.7006,530,154.582782
-798.80035,474,154.66765
-785.0004,501,154.730849
-854.0,333,154.794378
-807.10034,458,154.82435
-819.40027,427,154.890198
-918.99994,191,154.901913
-795.50037,485,154.927717
-784.1005,503,155.201829
-862.49994,330,155.272145
-894.89984,247,155.297018
-866.89984,330,155.356418
-775.1006,523,155.36782
-779.40045,511,155.48053
-935.99994,152,155.592867
-835.1001,386,155.66317
-820.0003,444,155.754278
-775.9006,531,155.818372
-863.5,318,156.013413
-850.8,345,156.013484
-749.4007,596,156.127823
-801.50037,468,156.159893
-782.00055,515,156.390043
-793.4005,497,156.459991
-852.80005,365,156.492436
-805.3004,462,156.501063
-854.4,337,156.643881
-768.5006,545,156.716569
-818.6003,419,156.78039
-786.4005,515,156.809459
-844.4,369,156.829683
-823.3003,422,156.896219
-823.1002,409,164.449172
-825.00024,417,164.504492
-862.69995,332,164.581134
-822.7002,416,164.810522
-748.00085,604,164.821928
-782.00055,526,164.832843
-798.7004,473,164.879591
-697.70105,695,164.888106
-786.6006,517,164.99328
-783.1006,515,165.04638
-865.6999,329,165.122512
-798.00037,477,165.258337
-768.6006,535,165.400886
-830.00024,401,165.543092
-796.8004,476,165.614435
-794.60046,498,165.640833
-779.9005,505,165.642507
-772.30066,550,165.786913
-788.10046,499,165.818571
-793.9004,480,165.842924
-781.70056,512,165.984646
-801.7005,503,166.127071
-767.5007,557,166.427411
-850.4,352,166.554155
-778.90045,506,166.623128
-772.1006,526,166.62939
-850.2001,350,166.705082
-755.7007,560,166.723881
-785.9004,510,166.819208
-766.7006,538,166.831993
-701.10114,696,166.855225
-840.70013,376,166.868113
-904.29987,220,166.943782
-865.99994,321,167.004811
-866.2999,335,167.190616
-857.3,344,167.297094
-794.4004,485,167.461923
-794.4005,496,167.554649
-827.4002,419,167.575928
